defender rewards,defender penalties
[44.75014742 17.26701046 41.24022703  3.04313466],[ 6.27517732 30.15755115 26.96105075 21.521564  ]
iteration,action list,network estimate list,action chosen,opponent action
247,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06635815650224686, -0.06635815650224686, -0.06635815650224686, -0.06635815650224686]","[1, 0, 0, 0]","[0, 1, 1, 0]"
248,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06636809557676315, -0.06636809557676315, -0.06636809557676315]","[0, 1, 0, 0]","[0, 1, 1, 0]"
249,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06637804955244064, -0.06637804955244064]","[0, 0, 1, 0]","[0, 0, 1, 0]"
250,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06638815999031067, -0.06638815999031067, -0.06638815999031067, -0.06638815999031067]","[1, 0, 0, 0]","[0, 1, 1, 0]"
251,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06639837473630905, -0.06639837473630905, -0.06639837473630905]","[0, 1, 0, 0]","[0, 1, 1, 0]"
252,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06640852242708206, -0.06640852242708206]","[0, 0, 1, 0]","[0, 0, 1, 0]"
253,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06641852110624313, -0.06641852110624313, -0.06641852110624313, -0.06641852110624313]","[1, 0, 0, 0]","[0, 1, 1, 0]"
254,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06642857939004898, -0.06642857939004898, -0.06642857939004898]","[0, 1, 0, 0]","[0, 1, 1, 0]"
255,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06643866747617722, -0.06643866747617722]","[0, 0, 1, 0]","[0, 0, 1, 0]"
256,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06644882261753082, -0.06644882261753082, -0.06644882261753082, -0.06644882261753082]","[1, 0, 0, 0]","[0, 1, 1, 0]"
257,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06645902246236801, -0.06645902246236801, -0.06645902246236801]","[0, 1, 0, 0]","[0, 1, 1, 0]"
258,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06646910309791565, -0.06646910309791565]","[0, 0, 1, 0]","[0, 0, 1, 0]"
259,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06647899001836777, -0.06647899001836777, -0.06647899001836777, -0.06647899001836777]","[1, 0, 0, 0]","[0, 1, 1, 0]"
260,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0664888396859169, -0.0664888396859169, -0.0664888396859169]","[0, 1, 0, 0]","[0, 1, 1, 0]"
261,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06649879366159439, -0.06649879366159439]","[0, 0, 1, 0]","[0, 0, 1, 0]"
262,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06650848686695099, -0.06650848686695099, -0.06650848686695099, -0.06650848686695099]","[1, 0, 0, 0]","[0, 1, 1, 0]"
263,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06651829928159714, -0.06651829928159714, -0.06651829928159714]","[0, 1, 0, 0]","[0, 1, 1, 0]"
264,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0665280818939209, -0.0665280818939209]","[0, 0, 1, 0]","[0, 0, 1, 0]"
265,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06653804332017899, -0.06653804332017899, -0.06653804332017899, -0.06653804332017899]","[1, 0, 0, 0]","[0, 1, 1, 0]"
266,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06654806435108185, -0.06654806435108185, -0.06654806435108185]","[0, 1, 0, 0]","[0, 1, 1, 0]"
267,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06655819714069366, -0.06655819714069366]","[0, 0, 1, 0]","[0, 0, 1, 0]"
268,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06656841933727264, -0.06656841933727264, -0.06656841933727264, -0.06656841933727264]","[1, 0, 0, 0]","[0, 1, 1, 0]"
269,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06657854467630386, -0.06657854467630386, -0.06657854467630386]","[0, 1, 0, 0]","[0, 1, 1, 0]"
270,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06658866256475449, -0.06658866256475449]","[0, 0, 1, 0]","[0, 0, 1, 0]"
271,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06659861654043198, -0.06659861654043198, -0.06659861654043198, -0.06659861654043198]","[1, 0, 0, 0]","[0, 1, 1, 0]"
272,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06660852581262589, -0.06660852581262589, -0.06660852581262589]","[0, 1, 0, 0]","[0, 1, 1, 0]"
273,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06661844998598099, -0.06661844998598099]","[0, 0, 1, 0]","[0, 0, 1, 0]"
274,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06662843376398087, -0.06662843376398087, -0.06662843376398087, -0.06662843376398087]","[1, 0, 0, 0]","[0, 1, 1, 0]"
275,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06663829833269119, -0.06663829833269119, -0.06663829833269119]","[0, 1, 0, 0]","[0, 1, 1, 0]"
276,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06664815545082092, -0.06664815545082092]","[0, 0, 1, 0]","[0, 0, 1, 0]"
277,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06665820628404617, -0.06665820628404617, -0.06665820628404617, -0.06665820628404617]","[1, 0, 0, 0]","[0, 1, 1, 0]"
278,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06666833907365799, -0.06666833907365799, -0.06666833907365799]","[0, 1, 0, 0]","[0, 1, 1, 0]"
279,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06667836010456085, -0.06667836010456085]","[0, 0, 1, 0]","[0, 0, 1, 0]"
280,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06668814271688461, -0.06668814271688461, -0.06668814271688461, -0.06668814271688461]","[1, 0, 0, 0]","[0, 1, 1, 0]"
281,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06669805198907852, -0.06669805198907852, -0.06669805198907852]","[0, 1, 0, 0]","[0, 1, 1, 0]"
282,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06670808047056198, -0.06670808047056198]","[0, 0, 1, 0]","[0, 0, 1, 0]"
283,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06671818345785141, -0.06671818345785141, -0.06671818345785141, -0.06671818345785141]","[1, 0, 0, 0]","[0, 1, 1, 0]"
284,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06672841310501099, -0.06672841310501099, -0.06672841310501099]","[0, 1, 0, 0]","[0, 1, 1, 0]"
285,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06673868000507355, -0.06673868000507355]","[0, 0, 1, 0]","[0, 0, 1, 0]"
286,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06674894690513611, -0.06674894690513611, -0.06674894690513611, -0.06674894690513611]","[1, 0, 0, 0]","[0, 1, 1, 0]"
287,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06675897538661957, -0.06675897538661957, -0.06675897538661957]","[0, 1, 0, 0]","[0, 1, 1, 0]"
288,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06676869094371796, -0.06676869094371796]","[0, 0, 1, 0]","[0, 0, 1, 0]"
289,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0667785182595253, -0.0667785182595253, -0.0667785182595253, -0.0667785182595253]","[1, 0, 0, 0]","[0, 1, 1, 0]"
290,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06678815931081772, -0.06678815931081772, -0.06678815931081772]","[0, 1, 0, 0]","[0, 1, 1, 0]"
291,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06679804623126984, -0.06679804623126984]","[0, 0, 1, 0]","[0, 0, 1, 0]"
292,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06680787354707718, -0.06680787354707718, -0.06680787354707718, -0.06680787354707718]","[1, 0, 0, 0]","[0, 1, 1, 0]"
293,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06681761890649796, -0.06681761890649796, -0.06681761890649796]","[0, 1, 0, 0]","[0, 1, 1, 0]"
294,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.0668269693851471, -0.0668269693851471]","[0, 0, 1, 0]","[0, 0, 1, 0]"
295,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06683661788702011, -0.06683661788702011, -0.06683661788702011, -0.06683661788702011]","[1, 0, 0, 0]","[0, 1, 1, 0]"
296,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06684641540050507, -0.06684641540050507, -0.06684641540050507]","[0, 1, 0, 0]","[0, 1, 1, 0]"
297,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06685642153024673, -0.06685642153024673]","[0, 0, 1, 0]","[0, 0, 1, 0]"
298,"[[1, 0, 0, 0], [0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06686634570360184, -0.06686634570360184, -0.06686634570360184, -0.06686634570360184]","[1, 0, 0, 0]","[0, 1, 1, 0]"
299,"[[0, 1, 0, 0], [0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06687620282173157, -0.06687620282173157, -0.06687620282173157]","[0, 1, 0, 0]","[0, 1, 1, 0]"
300,"[[0, 0, 1, 0], [0, 0, 0, 1]]","[-0.06688613444566727, -0.06688613444566727]","[0, 0, 1, 0]","[0, 0, 1, 0]"
